fifth,800
oz,30
jigger,45
qt,1000
quart,1000
pint,500
tsp,5
Tsp,15
tblsp,15
dash,1
drop,0.2
drops,0.2
カップ,200
L,1000
l,1000
splash,15
squirt,15
shot,45
s,45
gallon,4000
gal,4000
bottle,750
glass,60
split,187
cl,10
can,200
dl,100
litter,1000
dtsp,10
